Date,Open,High,Low,Close,Adj Close,Volume
2021-11-02,506.500000,510.000000,486.500000,487.850006,487.850006,51580720
2021-11-03,483.799988,495.000000,481.600006,484.899994,484.899994,22950198
2021-11-04,489.799988,493.549988,488.000000,489.700012,489.700012,5531940
2021-11-08,493.899994,504.850006,490.250000,501.399994,501.399994,31736426
2021-11-09,505.000000,520.650024,503.500000,509.649994,509.649994,50458762
2021-11-10,506.250000,515.950012,500.200012,510.750000,510.750000,26615777
2021-11-11,510.000000,519.000000,501.000000,503.450012,503.450012,29256213
2021-11-12,506.950012,509.549988,497.350006,507.049988,507.049988,20731808
2021-11-15,506.250000,514.900024,504.500000,505.450012,505.450012,18014977
2021-11-16,506.899994,526.849976,506.200012,519.049988,519.049988,55897781
2021-11-17,520.250000,536.700012,520.250000,530.150024,530.150024,48463415
2021-11-18,531.450012,534.200012,501.299988,509.700012,509.700012,47197742
2021-11-22,512.250000,512.250000,478.399994,486.100006,486.100006,40044849
2021-11-23,484.399994,499.350006,477.000000,495.500000,495.500000,27553684
2021-11-24,499.000000,501.799988,485.299988,488.649994,488.649994,20915837
2021-11-25,490.799988,495.149994,486.500000,492.750000,492.750000,15336539
2021-11-26,486.000000,486.750000,458.000000,460.200012,460.200012,51787989
2021-11-29,457.000000,470.750000,443.100006,461.450012,461.450012,42819150
2021-11-30,466.549988,478.000000,455.649994,458.600006,458.600006,35471800
2021-12-01,467.850006,478.399994,463.549988,475.250000,475.250000,28256188
2021-12-02,479.399994,480.450012,471.700012,479.100006,479.100006,21012008
2021-12-03,480.000000,484.700012,477.299988,480.100006,480.100006,20948900
2021-12-06,480.100006,480.899994,466.000000,467.200012,467.200012,17473075
2021-12-07,476.850006,484.899994,471.000000,481.799988,481.799988,21280797
2021-12-08,484.500000,495.950012,483.500000,493.899994,493.899994,20581817
2021-12-09,498.000000,498.500000,489.549988,493.950012,493.950012,16951593
2021-12-10,487.750000,496.799988,486.549988,494.450012,494.450012,14567815
2021-12-13,499.450012,506.399994,494.200012,495.350006,495.350006,21921272
2021-12-14,491.950012,491.950012,483.299988,489.399994,489.399994,17722547
2021-12-15,487.799988,497.700012,487.250000,491.649994,491.649994,16263723
2021-12-16,495.000000,496.500000,487.399994,491.950012,491.950012,13581352
2021-12-17,488.000000,488.850006,468.200012,470.200012,470.200012,27341178
2021-12-20,459.899994,460.000000,440.000000,447.049988,447.049988,33007516
2021-12-21,452.100006,460.899994,449.850006,453.600006,453.600006,18838054
2021-12-22,458.149994,472.149994,458.149994,470.500000,470.500000,22730750
2021-12-23,476.000000,478.000000,470.950012,472.350006,472.350006,12116814
2021-12-24,474.899994,474.899994,460.000000,467.600006,467.600006,15487368
2021-12-27,465.700012,472.450012,460.100006,471.149994,471.149994,12557565
2021-12-28,475.200012,482.799988,472.649994,480.200012,480.200012,22860916
2021-12-29,478.750000,481.600006,474.250000,476.000000,476.000000,10263884
2021-12-30,472.549988,476.399994,468.600006,470.399994,470.399994,11923961
2021-12-31,472.700012,483.600006,471.850006,482.399994,482.399994,15541446
2022-01-03,493.500000,500.850006,492.000000,497.600006,497.600006,32748423
2022-01-04,496.799988,499.000000,484.049988,489.600006,489.600006,24100985
2022-01-05,486.950012,492.750000,483.549988,489.750000,489.750000,15420105
2022-01-06,481.500000,492.950012,477.100006,488.850006,488.850006,16563230
2022-01-07,490.049988,495.500000,483.750000,490.600006,490.600006,15532165
2022-01-10,493.100006,504.899994,491.299988,503.700012,503.700012,25193771
2022-01-11,503.000000,507.899994,498.149994,501.299988,501.299988,16269193
2022-01-12,505.850006,511.850006,503.500000,507.250000,507.250000,16255334
2022-01-13,504.000000,513.799988,494.799988,511.950012,511.950012,27572553
2022-01-14,509.000000,515.400024,505.649994,509.899994,509.899994,12655602
2022-01-17,514.799988,526.900024,512.000000,525.000000,525.000000,27942414
2022-01-18,527.900024,528.500000,507.149994,510.799988,510.799988,19353195
2022-01-19,510.000000,522.200012,504.799988,520.849976,520.849976,21799071
2022-01-20,519.950012,523.200012,512.000000,515.700012,515.700012,18364451
2022-01-21,510.399994,513.849976,494.250000,501.850006,501.850006,17946821
2022-01-24,499.700012,504.299988,473.350006,478.450012,478.450012,25228959
2022-01-25,473.799988,492.500000,467.649994,490.549988,490.549988,22565698
2022-01-27,480.750000,502.700012,476.600006,494.399994,494.399994,26676094
2022-01-28,500.500000,509.350006,495.299988,497.299988,497.299988,21784640
2022-01-31,505.000000,520.000000,498.200012,517.750000,517.750000,27306578
2022-02-01,508.000000,514.750000,493.000000,504.299988,504.299988,48030231
2022-02-02,508.600006,514.450012,505.149994,506.399994,506.399994,14311040
2022-02-03,509.100006,514.299988,502.850006,504.500000,504.500000,15249245
2022-02-04,503.799988,507.799988,499.000000,500.600006,500.600006,12663199
2022-02-07,502.899994,504.350006,492.500000,494.600006,494.600006,13392910
2022-02-08,498.000000,498.500000,479.149994,492.750000,492.750000,23378623
2022-02-09,496.500000,503.700012,494.700012,501.250000,501.250000,12430730
2022-02-10,506.700012,510.500000,504.200012,507.450012,507.450012,14537945
2022-02-11,503.250000,507.000000,497.000000,498.850006,498.850006,13534899
2022-02-14,487.000000,488.500000,468.799988,471.450012,471.450012,22157389
2022-02-15,476.149994,505.500000,467.299988,504.000000,504.000000,30623088
2022-02-16,504.000000,507.899994,496.600006,498.450012,498.450012,20176993
2022-02-17,505.899994,511.500000,498.299988,499.950012,499.950012,27943077
2022-02-18,498.000000,502.649994,491.500000,493.149994,493.149994,15476803
2022-02-21,490.149994,500.399994,486.100006,494.450012,494.450012,22592161
2022-02-22,480.549988,486.299988,471.450012,478.250000,478.250000,27957544
2022-02-23,481.750000,485.399994,475.299988,477.000000,477.000000,17703998
2022-02-24,455.950012,461.549988,405.450012,427.950012,427.950012,57265685
2022-02-25,444.850006,465.700012,441.600006,459.750000,459.750000,48876182
2022-02-28,445.000000,457.350006,440.450012,454.049988,454.049988,34475468
2022-03-02,452.950012,454.250000,444.549988,447.600006,447.600006,25791134
2022-03-03,458.500000,458.500000,435.000000,437.100006,437.100006,29599672
2022-03-04,431.850006,431.850006,414.750000,417.250000,417.250000,38765185
2022-03-07,401.750000,401.750000,387.500000,394.000000,394.000000,44836205
2022-03-08,390.500000,395.450012,376.350006,391.750000,391.750000,55543383
2022-03-09,394.950012,409.250000,389.500000,405.899994,405.899994,48376222
2022-03-10,427.000000,434.950012,414.000000,419.600006,419.600006,59776817
2022-03-11,413.600006,421.149994,407.399994,418.149994,418.149994,51510243
2022-03-14,418.750000,419.000000,404.000000,411.700012,411.700012,40721277
2022-03-15,409.850006,424.200012,408.000000,413.649994,413.649994,47706136
2022-03-16,427.049988,428.549988,420.700012,424.899994,424.899994,27191170
2022-03-17,432.000000,435.700012,429.549988,433.799988,433.799988,26704541
2022-03-21,435.500000,436.299988,427.100006,427.950012,427.950012,18270995
2022-03-22,428.100006,441.450012,421.200012,440.350006,440.350006,30441493
2022-03-23,443.500000,447.000000,434.600006,435.799988,435.799988,25466395
2022-03-24,430.000000,435.399994,427.549988,433.200012,433.200012,17109723
2022-03-25,437.000000,437.000000,427.649994,432.100006,432.100006,15104414
2022-03-28,432.000000,434.950012,426.500000,432.700012,432.700012,16757901
2022-03-29,436.000000,439.350006,431.399994,433.700012,433.700012,18710736
2022-03-30,438.450012,442.500000,434.250000,435.649994,435.649994,18149488
2022-03-31,436.000000,438.299988,432.600006,433.750000,433.750000,14248045
2022-04-01,434.000000,442.250000,430.850006,441.149994,441.149994,19380324
2022-04-04,444.399994,449.500000,441.299988,446.750000,446.750000,18657201
2022-04-05,450.000000,461.899994,448.299988,458.049988,458.049988,28530470
2022-04-06,455.899994,462.700012,452.600006,456.149994,456.149994,24974477
2022-04-07,456.500000,459.100006,448.500000,449.500000,449.500000,19950241
2022-04-08,450.000000,456.250000,449.700012,452.049988,452.049988,16315704
2022-04-11,457.000000,458.899994,451.000000,452.049988,452.049988,14339854
2022-04-12,450.799988,450.799988,435.000000,438.299988,438.299988,22698696
2022-04-13,441.799988,442.850006,430.100006,431.049988,431.049988,16817981
2022-04-18,430.000000,436.350006,423.649994,433.799988,433.799988,15298361
2022-04-19,436.750000,440.250000,417.000000,424.950012,424.950012,12669041
2022-04-20,431.000000,441.700012,428.250000,440.549988,440.549988,19639290
2022-04-21,444.500000,449.350006,441.049988,448.049988,448.049988,14124872
2022-04-22,442.049988,447.250000,438.000000,438.850006,438.850006,14362036
2022-04-25,432.750000,436.000000,423.149994,425.149994,425.149994,14729009
2022-04-26,433.899994,437.450012,431.600006,434.899994,434.899994,13577513
2022-04-27,429.250000,432.950012,425.100006,430.250000,430.250000,13701069
2022-04-28,434.799988,439.200012,430.799988,436.049988,436.049988,13875650
2022-04-29,440.200012,447.750000,436.000000,437.600006,437.600006,21991752
2022-05-02,437.950012,442.950012,428.500000,432.850006,432.850006,18945234
2022-05-04,437.950012,440.600006,420.700012,423.500000,423.500000,14934742
2022-05-05,429.000000,434.000000,423.700012,426.299988,426.299988,12240729
2022-05-06,418.850006,420.200012,407.000000,408.549988,408.549988,25142225
2022-05-09,407.149994,407.399994,395.000000,403.950012,403.950012,18076956
2022-05-10,400.000000,408.500000,389.600006,391.750000,391.750000,16540303
2022-05-11,396.000000,397.000000,377.549988,388.149994,388.149994,29215175
2022-05-12,382.000000,384.649994,366.200012,372.299988,372.299988,33511538
2022-05-13,387.000000,419.350006,387.000000,404.299988,404.299988,71425747
2022-05-16,411.899994,411.899994,396.250000,405.350006,405.350006,24938704
2022-05-17,408.399994,425.649994,405.000000,424.149994,424.149994,24651585
2022-05-18,424.000000,427.350006,414.049988,415.149994,415.149994,20490516
2022-05-19,400.000000,406.799988,396.200012,398.649994,398.649994,17706724
2022-05-20,410.000000,421.399994,410.000000,418.000000,418.000000,23504236
2022-05-23,421.649994,431.149994,419.549988,421.450012,421.450012,16345308
2022-05-24,423.899994,427.500000,416.000000,425.750000,425.750000,14525617
2022-05-25,428.450012,429.000000,413.450012,417.000000,417.000000,13540006
2022-05-26,422.000000,422.649994,405.000000,420.649994,420.649994,17712299
2022-05-27,426.049988,433.250000,425.200012,429.600006,429.600006,16867431
2022-05-30,437.000000,445.200012,436.000000,442.399994,442.399994,18500266
2022-05-31,443.950012,449.500000,440.399994,443.549988,443.549988,22308219
2022-06-01,445.100006,446.000000,439.600006,444.600006,444.600006,11930669
2022-06-02,445.000000,445.600006,435.649994,439.149994,439.149994,12742438
2022-06-03,444.899994,445.049988,430.500000,431.899994,431.899994,12780122
2022-06-06,427.899994,433.950012,424.600006,432.350006,432.350006,11896105
2022-06-07,432.500000,438.200012,429.100006,435.850006,435.850006,11153869
2022-06-08,438.700012,440.399994,432.000000,435.649994,435.649994,12844475
2022-06-09,431.899994,435.649994,426.100006,428.500000,428.500000,13043367
2022-06-10,423.000000,428.850006,422.000000,428.049988,428.049988,11914234
2022-06-13,414.899994,418.149994,405.600006,406.700012,406.700012,17442641
2022-06-14,403.000000,411.850006,397.700012,405.149994,405.149994,19626627
2022-06-15,410.000000,416.399994,407.450012,414.100006,414.100006,15192826
2022-06-16,420.000000,420.899994,390.100006,392.950012,392.950012,22261032
2022-06-17,387.950012,394.450012,382.649994,388.950012,388.950012,24824899
2022-06-20,390.549988,392.950012,376.649994,382.700012,382.700012,17049013
2022-06-21,389.000000,399.000000,387.000000,397.600006,397.600006,14743366
2022-06-22,396.399994,397.000000,390.500000,393.100006,393.100006,12426604
2022-06-23,396.299988,409.899994,394.549988,407.200012,407.200012,26514004
2022-06-24,410.000000,412.850006,406.149994,409.299988,409.299988,14806456
2022-06-27,417.549988,419.450012,412.350006,414.500000,414.500000,12018949
2022-06-28,411.299988,418.200012,409.149994,417.100006,417.100006,13238339
2022-06-29,412.049988,419.899994,411.549988,416.950012,416.950012,13104313
2022-06-30,418.299988,424.000000,410.000000,411.799988,411.799988,20121916
2022-07-01,410.649994,414.600006,402.299988,412.700012,412.700012,14725989
